id,Year,Month number,Offence category,Offence type,Reporting region ,Statistical Area 2,Number of offences
3318,2013,4,Property Damage Offences,Property damage offences,Darwin,-,174
3319,2013,4,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,3
3320,2013,4,Property Damage Offences,Property damage offences,Palmerston,-,70
3321,2013,4,Robbery - extortion and related offences,Robbery,Darwin,-,4
3322,2013,4,Robbery - extortion and related offences,Robbery,Palmerston,-,1
3323,2013,4,Sexual Assault and related offences,Non-assaultive sexual offences,Darwin,-,3
3324,2013,4,Sexual Assault and related offences,Non-assaultive sexual offences,Palmerston,-,1
3325,2013,4,Sexual Assault and related offences,Sexual assault,Darwin,-,9
3326,2013,4,Sexual Assault and related offences,Sexual assault,Palmerston,-,2
3327,2013,4,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,248
3328,2013,4,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,5
3329,2013,4,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,6
3330,2013,4,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,70
3331,2013,5,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Darwin,-,1
3332,2013,5,Abduction - harassment and other offences against the person,Harassment and private nuisance,Darwin,-,2
3333,2013,5,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,6
3334,2013,5,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Howard Springs,1
3335,2013,5,Acts intended to cause injury,Assault,Darwin,-,41
3336,2013,5,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
3337,2013,5,Acts intended to cause injury,Assault,Palmerston,-,12
3338,2013,5,Acts intended to cause injury,Assault,Darwin,-,54
3339,2013,5,Acts intended to cause injury,Assault,Palmerston,-,6
3340,2013,5,Acts intended to cause injury,Assault,Darwin,-,8
3341,2013,5,Acts intended to cause injury,Assault,Palmerston,-,5
3342,2013,5,Acts intended to cause injury,Assault,Darwin,-,24
3343,2013,5,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
3344,2013,5,Acts intended to cause injury,Assault,Palmerston,-,4
3345,2013,5,Acts intended to cause injury,Assault,Darwin,-,9
3346,2013,5,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
3347,2013,5,Acts intended to cause injury,Assault,Palmerston,-,5
3348,2013,5,Acts intended to cause injury,Assault,Darwin,-,18
3349,2013,5,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
3350,2013,5,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,4
3351,2013,5,Acts intended to cause injury,Assault,Palmerston,-,5
3352,2013,5,Acts intended to cause injury,Other acts intended to cause injury,Darwin,-,1
3353,2013,5,Commercial break-ins,Commercial break-ins actual,Darwin,-,49
3354,2013,5,Commercial break-ins,Commercial break-ins actual,Palmerston,-,13
3355,2013,5,Commercial break-ins,Commercial break-ins attempted,Darwin,-,1
3356,2013,5,Commercial break-ins,Commercial break-ins attempted,Palmerston,-,1
3357,2013,5,House break-ins,House break-ins actual,Darwin,-,39
3358,2013,5,House break-ins,House break-ins actual,NT Balance,Humpty Doo,1
3359,2013,5,House break-ins,House break-ins actual,Palmerston,-,13
3360,2013,5,House break-ins,House break-ins attempted,Darwin,-,2
3361,2013,5,House break-ins,House break-ins attempted,Palmerston,-,2
3362,2013,5,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,32
3363,2013,5,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Humpty Doo,1
3364,2013,5,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,9
3365,2013,5,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,50
3366,2013,5,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Howard Springs,2
3367,2013,5,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Humpty Doo,4
3368,2013,5,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,16
3369,2013,5,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,2
3370,2013,5,Property Damage Offences,Property damage offences,Darwin,-,174
3371,2013,5,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,3
3372,2013,5,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,3
3373,2013,5,Property Damage Offences,Property damage offences,Palmerston,-,67
3374,2013,5,Robbery - extortion and related offences,Robbery,Darwin,-,5
3375,2013,5,Sexual Assault and related offences,Non-assaultive sexual offences,Darwin,-,3
3376,2013,5,Sexual Assault and related offences,Non-assaultive sexual offences,NT Balance,Humpty Doo,2
3377,2013,5,Sexual Assault and related offences,Sexual assault,Darwin,-,12
3378,2013,5,Sexual Assault and related offences,Sexual assault,NT Balance,Howard Springs,1
3379,2013,5,Sexual Assault and related offences,Sexual assault,Palmerston,-,3
3380,2013,5,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,304
3381,2013,5,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,2
3382,2013,5,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,6
3383,2013,5,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,99
3384,2013,6,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Palmerston,-,1
3385,2013,6,Abduction - harassment and other offences against the person,Harassment and private nuisance,Darwin,-,2
3386,2013,6,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,4
3387,2013,6,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Howard Springs,1
3388,2013,6,Acts intended to cause injury,Assault,Darwin,-,34
3389,2013,6,Acts intended to cause injury,Assault,Palmerston,-,15
3390,2013,6,Acts intended to cause injury,Assault,Darwin,-,54
3391,2013,6,Acts intended to cause injury,Assault,Palmerston,-,10
3392,2013,6,Acts intended to cause injury,Assault,Darwin,-,3
3393,2013,6,Acts intended to cause injury,Assault,Palmerston,-,1
3394,2013,6,Acts intended to cause injury,Assault,Darwin,-,32
3395,2013,6,Acts intended to cause injury,Assault,Palmerston,-,5
3396,2013,6,Acts intended to cause injury,Assault,Darwin,-,10
3397,2013,6,Acts intended to cause injury,Assault,Palmerston,-,2
3398,2013,6,Acts intended to cause injury,Assault,Darwin,-,21
3399,2013,6,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
3400,2013,6,Acts intended to cause injury,Assault,Palmerston,-,6
3401,2013,6,Acts intended to cause injury,Other acts intended to cause injury,Palmerston,-,1
3402,2013,6,Commercial break-ins,Commercial break-ins actual,Darwin,-,40
3403,2013,6,Commercial break-ins,Commercial break-ins actual,NT Balance,Howard Springs,1
3404,2013,6,Commercial break-ins,Commercial break-ins actual,Palmerston,-,9
3405,2013,6,Commercial break-ins,Commercial break-ins attempted,Darwin,-,2
3406,2013,6,Commercial break-ins,Commercial break-ins attempted,Palmerston,-,1
3407,2013,6,Homicide and related Offences,Murder,Darwin,-,1
3408,2013,6,House break-ins,House break-ins actual,Darwin,-,39
3409,2013,6,House break-ins,House break-ins actual,Palmerston,-,10
3410,2013,6,House break-ins,House break-ins attempted,Darwin,-,3
3411,2013,6,House break-ins,House break-ins attempted,Palmerston,-,1
3412,2013,6,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,27
3413,2013,6,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Howard Springs,1
3414,2013,6,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Humpty Doo,2
3415,2013,6,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,8
3416,2013,6,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,53
3417,2013,6,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Howard Springs,2
3418,2013,6,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Humpty Doo,1
3419,2013,6,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,14
3420,2013,6,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,4
3421,2013,6,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Palmerston,-,1
3422,2013,6,Property Damage Offences,Property damage offences,Darwin,-,202
3423,2013,6,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,1
3424,2013,6,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,3
3425,2013,6,Property Damage Offences,Property damage offences,Palmerston,-,57
3426,2013,6,Robbery - extortion and related offences,Robbery,Darwin,-,6
3427,2013,6,Robbery - extortion and related offences,Robbery,Palmerston,-,1
3428,2013,6,Sexual Assault and related offences,Non-assaultive sexual offences,Darwin,-,3
3429,2013,6,Sexual Assault and related offences,Sexual assault,Darwin,-,12
3430,2013,6,Sexual Assault and related offences,Sexual assault,Palmerston,-,1
3431,2013,6,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,264
3432,2013,6,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,15
3433,2013,6,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,8
3434,2013,6,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,65
3435,2013,7,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Palmerston,-,1
3436,2013,7,Abduction - harassment and other offences against the person,Harassment and private nuisance,Palmerston,-,1
3437,2013,7,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,5
3438,2013,7,Abduction - harassment and other offences against the person,Threatening behaviour,Palmerston,-,1
3439,2013,7,Acts intended to cause injury,Assault,Darwin,-,36
3440,2013,7,Acts intended to cause injury,Assault,Palmerston,-,11
3441,2013,7,Acts intended to cause injury,Assault,Darwin,-,55
3442,2013,7,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
3443,2013,7,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
3444,2013,7,Acts intended to cause injury,Assault,Palmerston,-,4
3445,2013,7,Acts intended to cause injury,Assault,Darwin,-,6
3446,2013,7,Acts intended to cause injury,Assault,Palmerston,-,7
3447,2013,7,Acts intended to cause injury,Assault,Darwin,-,17
3448,2013,7,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
3449,2013,7,Acts intended to cause injury,Assault,Palmerston,-,9
3450,2013,7,Acts intended to cause injury,Assault,Darwin,-,5
3451,2013,7,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
3452,2013,7,Acts intended to cause injury,Assault,Palmerston,-,10
3453,2013,7,Acts intended to cause injury,Assault,Darwin,-,18
3454,2013,7,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
3455,2013,7,Acts intended to cause injury,Assault,Palmerston,-,7
3456,2013,7,Acts intended to cause injury,Other acts intended to cause injury,Darwin,-,1
3457,2013,7,Commercial break-ins,Commercial break-ins actual,Darwin,-,33
3458,2013,7,Commercial break-ins,Commercial break-ins actual,NT Balance,Howard Springs,2
3459,2013,7,Commercial break-ins,Commercial break-ins actual,NT Balance,Humpty Doo,1
3460,2013,7,Commercial break-ins,Commercial break-ins actual,Palmerston,-,9
3461,2013,7,Commercial break-ins,Commercial break-ins attempted,Darwin,-,1
3462,2013,7,Commercial break-ins,Commercial break-ins attempted,Palmerston,-,1
3463,2013,7,House break-ins,House break-ins actual,Darwin,-,45
3464,2013,7,House break-ins,House break-ins actual,NT Balance,Howard Springs,1
3465,2013,7,House break-ins,House break-ins actual,Palmerston,-,10
3466,2013,7,House break-ins,House break-ins attempted,Darwin,-,3
3467,2013,7,House break-ins,House break-ins attempted,Palmerston,-,1
3468,2013,7,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,35
3469,2013,7,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Howard Springs,2
3470,2013,7,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Humpty Doo,2
3471,2013,7,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,11
3472,2013,7,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,61
3473,2013,7,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Howard Springs,2
3474,2013,7,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Humpty Doo,2
3475,2013,7,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,11
3476,2013,7,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,2
3477,2013,7,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,NT Balance,Howard Springs,1
3478,2013,7,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Palmerston,-,1
3479,2013,7,Property Damage Offences,Property damage offences,Darwin,-,210
3480,2013,7,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,4
3481,2013,7,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,2
3482,2013,7,Property Damage Offences,Property damage offences,Palmerston,-,57
3483,2013,7,Robbery - extortion and related offences,Robbery,Darwin,-,1
3484,2013,7,Robbery - extortion and related offences,Robbery,NT Balance,Humpty Doo,1
3485,2013,7,Sexual Assault and related offences,Non-assaultive sexual offences,Darwin,-,3
3486,2013,7,Sexual Assault and related offences,Sexual assault,Darwin,-,20
3487,2013,7,Sexual Assault and related offences,Sexual assault,NT Balance,Howard Springs,3
3488,2013,7,Sexual Assault and related offences,Sexual assault,Palmerston,-,4
3489,2013,7,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,243
3490,2013,7,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,5
3491,2013,7,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,4
3492,2013,7,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,65
3493,2013,8,Abduction - harassment and other offences against the person,Harassment and private nuisance,NT Balance,Humpty Doo,1
3494,2013,8,Abduction - harassment and other offences against the person,Harassment and private nuisance,Palmerston,-,1
3495,2013,8,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,1
3496,2013,8,Abduction - harassment and other offences against the person,Threatening behaviour,Palmerston,-,2
3497,2013,8,Acts intended to cause injury,Assault,Darwin,-,53
3498,2013,8,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
3499,2013,8,Acts intended to cause injury,Assault,Palmerston,-,13
3500,2013,8,Acts intended to cause injury,Assault,Darwin,-,49
3501,2013,8,Acts intended to cause injury,Assault,Palmerston,-,6
3502,2013,8,Acts intended to cause injury,Assault,Darwin,-,8
3503,2013,8,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
3504,2013,8,Acts intended to cause injury,Assault,Palmerston,-,5
3505,2013,8,Acts intended to cause injury,Assault,Darwin,-,23
3506,2013,8,Acts intended to cause injury,Assault,Palmerston,-,4
3507,2013,8,Acts intended to cause injury,Assault,Darwin,-,11
3508,2013,8,Acts intended to cause injury,Assault,Palmerston,-,7
3509,2013,8,Acts intended to cause injury,Assault,Darwin,-,17
3510,2013,8,Acts intended to cause injury,Assault,NT Balance,Howard Springs,2
3511,2013,8,Acts intended to cause injury,Assault,Palmerston,-,2
3512,2013,8,Acts intended to cause injury,Other acts intended to cause injury,Darwin,-,2
3513,2013,8,Commercial break-ins,Commercial break-ins actual,Darwin,-,27
3514,2013,8,Commercial break-ins,Commercial break-ins actual,Palmerston,-,3
3515,2013,8,Commercial break-ins,Commercial break-ins attempted,Darwin,-,2
3516,2013,8,Commercial break-ins,Commercial break-ins attempted,Palmerston,-,2
3517,2013,8,Homicide and related Offences,Attempted Murder,Darwin,-,1
3518,2013,8,Homicide and related Offences,Murder,Darwin,-,1
3519,2013,8,House break-ins,House break-ins actual,Darwin,-,26
3520,2013,8,House break-ins,House break-ins actual,NT Balance,Howard Springs,2
3521,2013,8,House break-ins,House break-ins actual,Palmerston,-,10
3522,2013,8,House break-ins,House break-ins attempted,Palmerston,-,3
3523,2013,8,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,38
3524,2013,8,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,19
3525,2013,8,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,39
3526,2013,8,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Howard Springs,1
3527,2013,8,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Humpty Doo,1
3528,2013,8,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,17
3529,2013,8,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,5
3530,2013,8,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Palmerston,-,2
3531,2013,8,Property Damage Offences,Property damage offences,Darwin,-,160
3532,2013,8,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,5
3533,2013,8,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,2
3534,2013,8,Property Damage Offences,Property damage offences,Palmerston,-,54
3535,2013,8,Robbery - extortion and related offences,Robbery,Darwin,-,5
3536,2013,8,Sexual Assault and related offences,Non-assaultive sexual offences,Darwin,-,2
3537,2013,8,Sexual Assault and related offences,Non-assaultive sexual offences,Palmerston,-,1
3538,2013,8,Sexual Assault and related offences,Sexual assault,Darwin,-,12
3539,2013,8,Sexual Assault and related offences,Sexual assault,NT Balance,Humpty Doo,1
3540,2013,8,Sexual Assault and related offences,Sexual assault,Palmerston,-,2
3541,2013,8,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,210
3542,2013,8,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,8
3543,2013,8,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,3
3544,2013,8,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,44
3545,2013,9,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Palmerston,-,1
3546,2013,9,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,6
3547,2013,9,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Howard Springs,3
3548,2013,9,Abduction - harassment and other offences against the person,Threatening behaviour,Palmerston,-,1
3549,2013,9,Acts intended to cause injury,Assault,Darwin,-,41
3550,2013,9,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,4
3551,2013,9,Acts intended to cause injury,Assault,Palmerston,-,7
3552,2013,9,Acts intended to cause injury,Assault,Darwin,-,47
3553,2013,9,Acts intended to cause injury,Assault,NT Balance,Howard Springs,2
3554,2013,9,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
3555,2013,9,Acts intended to cause injury,Assault,Palmerston,-,7
3556,2013,9,Acts intended to cause injury,Assault,Darwin,-,4
3557,2013,9,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
3558,2013,9,Acts intended to cause injury,Assault,Palmerston,-,1
3559,2013,9,Acts intended to cause injury,Assault,Darwin,-,21
3560,2013,9,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
3561,2013,9,Acts intended to cause injury,Assault,Palmerston,-,5
3562,2013,9,Acts intended to cause injury,Assault,Darwin,-,13
3563,2013,9,Acts intended to cause injury,Assault,Palmerston,-,13
3564,2013,9,Acts intended to cause injury,Assault,Darwin,-,15
3565,2013,9,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
3566,2013,9,Acts intended to cause injury,Assault,Palmerston,-,1
3567,2013,9,Acts intended to cause injury,Other acts intended to cause injury,Palmerston,-,2
3568,2013,9,Commercial break-ins,Commercial break-ins actual,Darwin,-,15
3569,2013,9,Commercial break-ins,Commercial break-ins actual,NT Balance,Howard Springs,1
3570,2013,9,Commercial break-ins,Commercial break-ins actual,NT Balance,Humpty Doo,1
3571,2013,9,Commercial break-ins,Commercial break-ins actual,Palmerston,-,4
3572,2013,9,Commercial break-ins,Commercial break-ins attempted,Darwin,-,2
3573,2013,9,Commercial break-ins,Commercial break-ins attempted,Palmerston,-,1
3574,2013,9,House break-ins,House break-ins actual,Darwin,-,22
3575,2013,9,House break-ins,House break-ins actual,Palmerston,-,16
3576,2013,9,House break-ins,House break-ins attempted,Darwin,-,1
3577,2013,9,House break-ins,House break-ins attempted,Palmerston,-,1
3578,2013,9,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,38
3579,2013,9,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Howard Springs,1
3580,2013,9,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,16
3581,2013,9,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,50
3582,2013,9,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,19
3583,2013,9,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,4
3584,2013,9,Property Damage Offences,Property damage offences,Darwin,-,180
3585,2013,9,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,3
3586,2013,9,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,2
3587,2013,9,Property Damage Offences,Property damage offences,Palmerston,-,49
3588,2013,9,Robbery - extortion and related offences,Robbery,Darwin,-,2
3589,2013,9,Sexual Assault and related offences,Non-assaultive sexual offences,Palmerston,-,1
3590,2013,9,Sexual Assault and related offences,Sexual assault,Darwin,-,9
3591,2013,9,Sexual Assault and related offences,Sexual assault,NT Balance,Howard Springs,2
3592,2013,9,Sexual Assault and related offences,Sexual assault,Palmerston,-,3
3593,2013,9,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,219
3594,2013,9,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,2
3595,2013,9,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,4
3596,2013,9,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,58
3597,2013,10,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Palmerston,-,2
3598,2013,10,Abduction - harassment and other offences against the person,Harassment and private nuisance,Darwin,-,1
3599,2013,10,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,3
3600,2013,10,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Humpty Doo,1
3601,2013,10,Acts intended to cause injury,Assault,Darwin,-,41
3602,2013,10,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
3603,2013,10,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
3604,2013,10,Acts intended to cause injury,Assault,Palmerston,-,10
3605,2013,10,Acts intended to cause injury,Assault,Darwin,-,45
3606,2013,10,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
3607,2013,10,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
3608,2013,10,Acts intended to cause injury,Assault,Palmerston,-,8
3609,2013,10,Acts intended to cause injury,Assault,Darwin,-,16
3610,2013,10,Acts intended to cause injury,Assault,Palmerston,-,1
3611,2013,10,Acts intended to cause injury,Assault,Darwin,-,18
3612,2013,10,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
3613,2013,10,Acts intended to cause injury,Assault,Palmerston,-,8
3614,2013,10,Acts intended to cause injury,Assault,Darwin,-,12
3615,2013,10,Acts intended to cause injury,Assault,Palmerston,-,9
3616,2013,10,Acts intended to cause injury,Assault,Darwin,-,15
3617,2013,10,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
3618,2013,10,Acts intended to cause injury,Assault,Palmerston,-,5
3619,2013,10,Commercial break-ins,Commercial break-ins actual,Darwin,-,28
3620,2013,10,Commercial break-ins,Commercial break-ins actual,Palmerston,-,1
3621,2013,10,Commercial break-ins,Commercial break-ins attempted,Darwin,-,1
3622,2013,10,Homicide and related Offences,Manslaughter,Darwin,-,1
3623,2013,10,Homicide and related Offences,Murder,Darwin,-,2
3624,2013,10,House break-ins,House break-ins actual,Darwin,-,30
3625,2013,10,House break-ins,House break-ins actual,NT Balance,Howard Springs,1
3626,2013,10,House break-ins,House break-ins actual,NT Balance,Humpty Doo,1
3627,2013,10,House break-ins,House break-ins actual,Palmerston,-,11
3628,2013,10,House break-ins,House break-ins attempted,Darwin,-,3
3629,2013,10,House break-ins,House break-ins attempted,Palmerston,-,2
3630,2013,10,Motor theft and related offences,Illegal use of a motor vehicle,Darwin,-,38
3631,2013,10,Motor theft and related offences,Illegal use of a motor vehicle,NT Balance,Howard Springs,2
3632,2013,10,Motor theft and related offences,Illegal use of a motor vehicle,Palmerston,-,10
3633,2013,10,Motor theft and related offences,Theft of motor vehicle parts or contents,Darwin,-,32
3634,2013,10,Motor theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Humpty Doo,1
3635,2013,10,Motor theft and related offences,Theft of motor vehicle parts or contents,Palmerston,-,22
3636,2013,10,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Darwin,-,1
3637,2013,10,Property Damage Offences,Property damage offences,Darwin,-,122
3638,2013,10,Property Damage Offences,Property damage offences,NT Balance,Howard Springs,1
3639,2013,10,Property Damage Offences,Property damage offences,NT Balance,Humpty Doo,3
3640,2013,10,Property Damage Offences,Property damage offences,Palmerston,-,50
3641,2013,10,Robbery - extortion and related offences,Robbery,Darwin,-,2
3642,2013,10,Robbery - extortion and related offences,Robbery,Palmerston,-,2
3643,2013,10,Sexual Assault and related offences,Sexual assault,Darwin,-,11
3644,2013,10,Sexual Assault and related offences,Sexual assault,NT Balance,Humpty Doo,1
3645,2013,10,Sexual Assault and related offences,Sexual assault,Palmerston,-,1
3646,2013,10,Theft and related offences (other than MV),Theft and related offences (other than MV),Darwin,-,193
3647,2013,10,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Howard Springs,4
3648,2013,10,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Humpty Doo,1
3649,2013,10,Theft and related offences (other than MV),Theft and related offences (other than MV),Palmerston,-,51
3650,2013,11,Abduction - harassment and other offences against the person,Harassment and private nuisance,Darwin,-,1
3651,2013,11,Abduction - harassment and other offences against the person,Threatening behaviour,Darwin,-,3
3652,2013,11,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Humpty Doo,1
3653,2013,11,Abduction - harassment and other offences against the person,Threatening behaviour,Palmerston,-,3
3654,2013,11,Acts intended to cause injury,Assault,Darwin,-,28
3655,2013,11,Acts intended to cause injury,Assault,Palmerston,-,15
3656,2013,11,Acts intended to cause injury,Assault,Darwin,-,44
3657,2013,11,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
3658,2013,11,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
3659,2013,11,Acts intended to cause injury,Assault,Palmerston,-,11
3660,2013,11,Acts intended to cause injury,Assault,Darwin,-,5
3661,2013,11,Acts intended to cause injury,Assault,NT Balance,Howard Springs,1
3662,2013,11,Acts intended to cause injury,Assault,Palmerston,-,3
3663,2013,11,Acts intended to cause injury,Assault,Darwin,-,19
3664,2013,11,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,1
3665,2013,11,Acts intended to cause injury,Assault,Palmerston,-,8
3666,2013,11,Acts intended to cause injury,Assault,Darwin,-,22
3667,2013,11,Acts intended to cause injury,Assault,Palmerston,-,10
3668,2013,11,Acts intended to cause injury,Assault,Darwin,-,11
3669,2013,11,Acts intended to cause injury,Assault,NT Balance,Humpty Doo,2
3670,2013,11,Acts intended to cause injury,Assault,Palmerston,-,6
3671,2013,11,Acts intended to cause injury,Other acts intended to cause injury,Palmerston,-,3
3672,2013,11,Commercial break-ins,Commercial break-ins actual,Darwin,-,45
3673,2013,11,Commercial break-ins,Commercial break-ins actual,NT Balance,Howard Springs,1
3674,2013,11,Commercial break-ins,Commercial break-ins actual,NT Balance,Humpty Doo,1
3675,2013,11,Commercial break-ins,Commercial break-ins actual,Palmerston,-,2
